Name,Style,Brewery,Beer Name (Full),Description,ABV,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,number_of_reviews,City,Country
Evil Dead Red,Red Ale - American Amber / Red,AleSmith Brewing Company,AleSmith Brewing Company AleSmith Evil Dead Red,"Notes:Each Halloween we release this special concoction to celebrate one of our favorite holidays. Deep blood-red in color, an intense aroma of pine and citrus from an abundance of American hops balances the sweetness and rich, bready flavors of this beer's caramel malts. The result is a fiendishly smooth brew that will make your taste buds scream with delight.This beer pairs excellently with toffee, caramel apples, or your favorite horror flick.\t",6.66,25,45,15,46,11,59,65,52,0,58,90,2,101,4.127273,4.209091,4.090909,4.245455,4.2,55,San Diego,USA
Amber Ale,Red Ale - American Amber / Red,The Duck-Rabbit Craft Brewery,The Duck-Rabbit Craft Brewery Duck-Rabbit Amber Ale,"Notes:The Duck-Rabbit Amber Ale is a medium bodied beer with a lovely tawny copper / bronze color. The lightest of all our dark ales, this is a great introduction to full flavored beers. This brew emphasizes malt complexity with layered caramel malt flavors. We put a lot of effort into getting The Duck-Rabbit Amber Ale just right and we're extremely proud of the result. Enjoy!\t",5.5,25,45,15,36,9,42,65,15,0,21,56,4,111,3.442857,3.771429,3.430952,3.361905,3.478571,210,Farmville,USA
Believer,Red Ale - American Amber / Red,Ninkasi Brewing Company,Ninkasi Brewing Company Believer,"Notes:An Imperial American Red Ale.Ninkasi website:""6.9 % alc./vol. 60ibus. Always available in 22 oz bottles, and on draft.""\t",6.9,25,45,19,46,9,55,78,21,0,40,66,4,77,3.838462,3.953846,3.869231,3.861538,3.834615,130,Eugene,USA
Amber Ale,Red Ale - American Amber / Red,Saint Arnold Brewing Company,Saint Arnold Brewing Company Saint Arnold Amber Ale,"Notes:Saint Arnold Amber Ale is the brewery's flagship product and first official brew. A well balanced, full flavored, amber ale, it has a rich, malty body with a pleasant caramel character derived from a specialty Caravienne malt. A complex hop aroma, with a hint of floral and citrus comes from a combination of Cascades and Liberty hops. It has a rich, creamy head with a fine lace. The light fruitiness, characteristic of ales, is derived from a proprietary yeast strain.\t",6.2,25,45,12,54,8,47,23,9,2,14,68,4,77,3.532164,3.47076,3.552632,3.614035,3.754386,171,Houston,USA
Jamaica Red Ale,Red Ale - American Amber / Red,Mad River Brewing Company,Mad River Brewing Company Jamaica Red Ale,"Notes:Our legendary red ale. This mahogany hued ale brings an intense spectrum of spicy aromatic hop character balanced by a full-bodied caramel richness. 2011 Silver Medal winner at the Great American Beer Festival in the American Style Amber/Red Ale category.IBU: 45.3Malts: 2-Row Pale, Crystal 70/80, Wheat, Black PatentHops: Columbus, Chinook, Cascade, Willamette, Summit\t",6.5,25,45,14,52,13,62,71,36,0,39,80,10,91,3.753219,3.849785,3.869099,3.95279,3.950644,233,Blue Lake,USA
Mourning Wood,Red Ale - American Amber / Red,Local Option,Local Option Morning Wood,"Notes:Formerly Morning WoodMourning Wood is an oak-aged coffee amber ale. Fresh American oak used during the aging process and Dark Matter’s El Salvador San Jose pulp-natural coffee aromatically drive the beer yet they remain subtle components of the beers’ overall flavor profile. This amber colored, medium-bodied, and extraordinarily well-balanced ale has a delicate taste that is appreciated by beer drinkers of all palates.\t",7.3,25,45,9,46,11,100,44,8,0,2,24,12,140,4.5,3.5,4.0,3.5,4.0,1,Chicago,USA
Samuel Adams Mighty Oak AleBoston Beer Company (Samuel Adams),Red Ale - American Amber / Red,Boston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams) Samuel Adams Mighty Oak Ale,Notes:,5.7,25,45,19,56,12,26,74,13,0,18,37,30,97,3.5625,3.875,3.5,3.6875,3.625,8,Boston,USA
Big Red Coq,Red Ale - American Amber / Red,Brewery Vivant,Brewery Vivant Big Red Coq,Notes:,6.5,25,45,8,22,5,47,37,50,0,53,62,6,40,4.0,4.0625,4.0,4.0,4.0625,8,Grand Rapids,USA
Nugget Nectar,Red Ale - Imperial,Tröegs Brewing Company,Tröegs Brewing Company Tröegs Nugget Nectar,"Notes:Squeeze those hops for all they're worth! Nugget Nectar will take hopheads to nirvana with a heady collection of American hops. Our Imperial Amber Ale is further intensified with whole flower Nugget hops added to our hopback vessel, resulting in an explosion of citrus, resin and pine.93 IBU\t",7.5,55,85,28,41,11,97,84,50,0,69,139,13,90,4.3711,4.212276,4.19821,4.413555,4.395652,1955,Hershey,USA
Hop Head Red Ale,Red Ale - Imperial,Green Flash Brewing Co.,Green Flash Brewing Co. Green Flash Hop Head Red Ale,"Notes:In 2011 the recipe was altered to bump the IBU’s from 55 to 70; ABV also increased from 6.4% to 7.0%. In 2014 the ABV increased to 8.1%.A luscious beauty, Hop Head Red® exudes resinous hoppy qualities from Amarillo, Warrior and Nugget to overtake the full-bodied depths of a caramel malt base. Captivating and seductive floral aromas and alluring hop flavors are the result of dry hopping with mountains of Amarillo. The blissful union of Double India Pale and Red Ale make Hop Head Red an unforgettable obsession. Experience love at first sip. Every time.\t",8.1,55,85,14,48,16,85,45,27,0,32,105,10,74,4.057607,4.121123,3.968981,4.060561,4.021418,677,San Diego,USA
Lucky 13 Mondo Large Red Ale,Red Ale - Imperial,Lagunitas Brewing Company,Lagunitas Brewing Company Lagunitas Lucky 13 Mondo Large Red Ale,"Notes:Our 13th Anniversary Beer in was a Staff Favorite, So We Make it Each Year. BIG on the Amarillo Hops and Rich Dark Malts for a Round and Huge, Smoky Flavor.\t",8.8,55,85,9,48,21,71,74,38,0,48,99,10,74,4.032624,4.110638,3.998582,4.136879,4.065957,705,Petaluma,USA
Tongue Buckler - Imperial Red Ale,Red Ale - Imperial,Ballast Point Brewing Company,Ballast Point Brewing Company Tongue Buckler - Imperial Red Ale,Notes:,10.0,55,85,17,48,30,68,70,51,1,67,92,7,96,3.918182,4.136364,3.968182,3.986364,3.818182,110,Pete A’Hearn,Jack White
Pursuit Of Hoppiness,Red Ale - Imperial,Grand Teton Brewing Co.,Grand Teton Brewing Co. Pursuit Of Hoppiness,"Notes:Pursuit of Hoppiness Imperial Red Ale is brewed to showcase the brash beauty of American hops: Chinook, Centennial and Columbus at 100 International Bitterness Units (IBU). The hops grown in the United States are considered to be some of the best in the world. Compared to their more traditionally subdued, elegant European counterparts, American hops are bold, bright, piney and zesty. This ale is brewed with Idaho 2-Row malted barley and German specialty malts to provide a rich, slightly caramel flavor and bold reddish color. At 22 degrees Plato starting gravity and about 8.5% alcohol by volume, this thick and warming beer is to be shared and savored.100 IBU\t",8.5,55,85,12,57,26,123,68,47,0,64,172,0,95,3.982143,4.132143,3.928571,3.996429,3.964286,140,Victor,USA
Double Dread Imperial Red Ale,Red Ale - Imperial,Mad River Brewing Company,Mad River Brewing Company Double Dread Imperial Red Ale,Notes:,8.6,55,85,12,55,17,67,74,29,0,40,74,7,89,3.833333,3.765152,3.856061,3.795455,3.712121,66,Blue Lake,USA
Ard Ri,Red Ale - Imperial,Upland Brewing Company,Upland Brewing Company Ard Ri,Notes:,9.5,55,85,20,65,31,85,87,33,0,32,97,4,132,3.671429,3.978571,3.835714,3.692857,3.735714,70,Bloomington,USA
Elector Imperial Red Ale,Red Ale - Imperial,New Albanian Brewing Company - Pizzeria and Public House,New Albanian Brewing Company - Pizzeria and Public House Elector Imperial Red Ale,Notes:,7.0,55,85,10,51,18,73,62,30,4,33,93,8,119,3.637931,3.896552,3.758621,3.775862,3.758621,29,New Albany,USA
Extra Special Red,Red Ale - Imperial,Odell Brewing Company,Odell Brewing Company Odell Extra Special Red Ale,"Notes:Extra Special Red is our imperial red ale, a crimson-hued brew full of juicy hop flavors and aromas of pine and stone fruit. After 6 months of aging in rye whiskey casks, it was roused from its oak cradle to the bottle in your hands. The barrels impart notes of sweet vanilla and soft tannins, while the hops settle into the background in favor of the strong malt foundation. Slainte!\t",8.7,55,85,16,41,39,63,71,41,0,52,79,13,79,3.975,4.125,3.941667,4.0,3.925,60,Fort Collins,USA
Double Rainbow,Red Ale - Imperial,Iron Horse Brewery,Iron Horse Brewery Double Rainbow Ale,Notes:,7.0,55,85,10,42,10,76,52,52,1,53,97,5,73,3.4,3.1,3.2,3.3,3.4,5,Ellensburg,USA
Bone Warmer Imperial Amber Ale,Red Ale - Imperial,Grand Teton Brewing Co.,Grand Teton Brewing Co. Bone Warmer Amber Ale,"Notes:Our Bone Warmer is brewed the same way, using only the first runnings from an extraordinarily thick, strong mash of Idaho 2-Row Metcalfe and Harrington barley malt, along with dark German Munich and caramel malts. We subtly spiced it with Idaho Chinook hops, fermented it at cool temperatures and cold-conditioned it for smoothness and drinkability.The resulting ale is the color of roasting chestnuts. It is voluptuously malty and only slightly sweet- with a hint of toffee and a warming dry finish. It’s an ideal accompaniment to rich meaty stews, wild game, roasted fowl or root vegetables, and aged cheddars.\t",8.2,55,85,14,55,47,34,104,39,1,52,36,19,108,3.75,3.333333,3.75,3.958333,3.666667,12,Victor,USA
Lavery Imperial Red Ale,Red Ale - Imperial,Lavery Brewing Company,Lavery Brewing Company Lavery Imperial Red Ale,"Notes:BIG. HOPPY. RED. Irish beer gone incognito! Our IRA has a beautiful burnt orange/red color with the unmistakable aroma and flavor of American hops. This beer is brewed to be dry with full flavor of Nugget, Apollo & Cascade dry hopping. With over two pounds of hops per barrel (that's a lot) its like no beer ever brewed in Erie.\t",8.2,55,85,16,37,3,61,23,17,0,20,76,2,44,3.666667,4.166667,3.833333,3.75,3.833333,6,Erie,USA
Battle Axe,Red Ale - Imperial,Austin Beerworks,Austin Beerworks Battle Axe,Notes:80 IBU\t,8.0,55,85,9,12,0,21,9,10,0,12,29,0,22,4.166667,4.0,4.0,4.333333,4.166667,3,Austin,USA
Smithwick's Imported Premium Irish Ale,Red Ale - Irish,Guinness Ltd.,Guinness Ltd. Smithwick's,"Notes:Smithwick's is a clear beer with a rich ruby color and creamy head. Clean and delicate aroma with different individual notes: from the top fermentation by the Smithwick yeast come aromatic esters creating a fruity aroma. The Aroma Hops added late in the boil contribute clean fresh floral notes. Ale Malt contributes aroma hints of biscuit and caramel. Refreshing and clean taste with a gentle balance of bitterness from the hops added early in the boil, sweet/malty notes from the ale malt, and hints of roast/coffee from the roasted barley.\t",4.5,20,30,32,57,11,44,73,24,1,22,58,11,119,3.300853,3.827169,3.477952,3.545519,3.748222,703,Diageo,Guinness Brewery
Samuel Adams Irish RedBoston Beer Company (Samuel Adams),Red Ale - Irish,Boston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams) Samuel Adams Irish Red,"Notes:Pale and Caramel malts, and East Kent Goldings hops.\t",5.8,20,30,18,32,2,30,60,7,0,16,50,3,91,3.490263,3.851661,3.635166,3.651775,3.743414,873,Boston,USA
Kilkenny Irish Cream Ale,Red Ale - Irish,Guinness Ltd.,Guinness Ltd. Kilkenny Irish Cream Ale,"Notes:An ""Irish Cream Ale"", though this style does not exist on BeerAdvocate.com, and the closest style is Irish Red Ale.\t",4.3,20,30,5,66,6,19,35,6,0,11,25,3,67,3.119048,3.990476,3.514286,3.304762,3.633333,105,Diageo,Guinness Brewery
Murphy's Irish Red,Red Ale - Irish,Murphy Brewery Ireland Limited,Murphy Brewery Ireland Limited Murphy's Irish Red Beer,Notes:,5.0,20,30,17,34,8,34,45,14,0,20,50,3,80,2.94795,3.528391,3.195584,3.143533,3.301262,317,T23 VF78,Ireland
Red Trolley Ale,Red Ale - Irish,Karl Strauss Brewing Company,Karl Strauss Brewing Company Red Trolley Ale,Notes:,5.8,20,30,11,26,8,13,55,24,0,28,15,0,60,3.328431,3.627451,3.397059,3.431373,3.5,102,Los Angeles,USA
O'Hara's Irish Red,Red Ale - Irish,Carlow Brewing Company,Carlow Brewing Company O'Hara's Irish Red,Notes:,4.3,20,30,15,40,5,50,48,15,2,18,68,2,99,3.505952,3.830357,3.5,3.511905,3.684524,168,Co. Carlow,Ireland
Samuel Adams Brick RedBoston Beer Company (Samuel Adams),Red Ale - Irish,Boston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams) Samuel Adams Brick Red,Notes:A traditional European style ale handcrafted by the Samuel Adams brewers. Only available on-tap in select locations in and around Boston. See http://www.samueladams.com for a list of participating locations.\t,5.2,20,30,12,35,9,31,44,12,0,13,49,4,62,3.295918,3.857143,3.785714,3.704082,3.77551,49,Boston,USA
Saranac Irish Red Ale,Red Ale - Irish,Matt Brewing Company,Matt Brewing Company Saranac Irish Red Ale,Notes:,4.5,20,30,11,21,6,31,55,13,1,15,49,3,73,3.251799,3.647482,3.388489,3.388489,3.579137,139,San Luis Obispo,USA
River Falls Red Ale,Red Ale - Irish,Thomas Creek Brewery,Thomas Creek Brewery River Falls Red Ale,Notes:21 IBU\t,5.65,20,30,13,37,9,37,71,28,0,39,51,4,97,3.359649,3.675439,3.377193,3.342105,3.491228,57,Greenville,USA
Irish Red Ale,Red Ale - Irish,Thomas Hooker Brewing Company,Thomas Hooker Brewing Company Thomas Hooker Irish Style Red Ale,"Notes:A rich, malty brew that uses red wheat and a variety of crystal malts, giving this beer its ruby red hue. Traditional English hops give this easy drinking brew a flavor that's perfect year round.21 IBU\t",5.5,20,30,17,53,3,30,70,22,1,17,49,4,107,3.602804,3.920561,3.738318,3.696262,3.864486,107,Bloomfield,USA
Jeremiah Red Ale,Red Ale - Irish,BJ's Chicago Pizza & Brewery Inc.,BJ's Chicago Pizza & Brewery Inc. BJ's Jeremiah Red Ale,Notes:A Silver Medal winner in Strong Ales at the 1996 Great American Beer Festival. This Irish-style strong ale is brewed with a secret blend of five imported specialty malts. Not too hoppy in order to emphasize the complex malt flavor and fruity aroma.25 IBU\t,7.3,20,30,4,22,27,36,61,23,0,18,39,3,88,3.54878,3.743902,3.609756,3.695122,3.756098,41,Paul Motenko,Jerry Hennessy
Danny's Irish Style Red Ale,Red Ale - Irish,Moylan's Brewery,Moylan's Brewery Danny's Irish Style Red Ale,Notes:,6.5,20,30,14,39,13,26,93,40,0,43,30,1,110,3.605042,3.621849,3.609244,3.617647,3.647059,119,Novato,USA
Hot Rod Red,Red Ale - Irish,Aviator Brewing Company,Aviator Brewing Company HotRod Red,Notes:,6.1,20,30,17,45,7,62,54,9,0,17,84,7,122,3.615385,3.884615,3.846154,3.884615,3.807692,13,Fuquay-Varina,USA
Amber Ale,Red Ale - Irish,Starr Hill Brewery,Starr Hill Brewery Starr Hill Amber Ale,"Notes:Brewed in the tradition of the great English ales, its rich honey color hints at its smooth, caramel flavoring. With a medium body and slightly sweet finish, this is an extremely drinkable brew that is characterized by rich malt taste and low bitterness. Medaled at the 2001 and 2005 Great American Beer Festivals and award winner at the 2002 World Beer Cup.\t",4.8,20,30,15,46,0,33,50,13,0,11,45,2,92,3.276042,3.635417,3.395833,3.427083,3.515625,96,Crozet,USA
Aviator Red,Red Ale - Irish,Flying Bison Brewing Company,Flying Bison Brewing Company Aviator Red,Notes:,5.5,20,30,18,57,6,44,76,15,0,23,53,11,109,3.666667,3.923077,3.826923,3.775641,3.903846,78,Buffalo,USA
Scarlet Fire,Red Ale - Irish,Tighthead Brewing Company,Tighthead Brewing Company Scarlet Fire,"Notes:Scarlet Fire is an Irish/American style Red Ale. The name is a reference to the playful, improvisational transitions between Grateful Dead songs Scarlet Begonias and Fire on the Mountain. Great balance of malt sweetness from caramel malt and subtle toasty notes from roasted barley. Brewed withj American Ale yeast, and East Kent Golding hops, it pays tribute to it's heritage as an Irish Red Ale.2018 GABF Gold Medal Winner30.2 IBU\t",5.6,20,30,5,17,3,24,27,2,0,3,35,5,70,3.75,3.5,3.75,3.75,3.75,2,Mundelein,USA
Irish Setter Red,Red Ale - Irish,Thirsty Dog Brewing Company,Thirsty Dog Brewing Company Irish Setter Red,Notes:,5.9,20,30,20,51,11,31,102,22,0,30,49,5,119,3.305556,3.611111,3.611111,3.5,3.5,18,Akron,USA
Jeremiah Red Ale,Red Ale - Irish,BJ's Restaurant & Brewhouse,BJ's Restaurant & Brewhouse Jeremiah Red Ale,Notes:A Silver Medal winner in Strong Ales at the 1996 Great American Beer Festival. This Irish-style strong ale is brewed with a secret blend of five imported specialty malts. Not too hoppy in order to emphasize the complex malt flavor and fruity aroma.25 IBU\t,7.3,20,30,11,32,18,27,66,18,0,16,32,2,70,3.1875,3.729167,3.416667,3.541667,3.395833,24,Paul Motenko,Jerry Hennessy
Erik The Red,Red Ale - Irish,Dragonmead Microbrewery,Dragonmead Microbrewery Dragonmead Erik The Red,Notes:An Irish style red (amber) beer. Light in finish but bold in taste. Melanoidin malt is added for the red color and the spicy finish comes through from the Chinook hops.\t,5.0,20,30,12,30,11,43,73,42,0,44,68,13,70,3.25,3.725,3.45,3.55,3.55,20,Warren,USA
Celtic Ale,Red Ale - Irish,Long Ireland Beer Company,Long Ireland Beer Company Celtic Ale,Notes:,5.0,20,30,14,38,9,30,52,11,1,8,43,7,72,3.5,3.791667,3.791667,3.875,4.083333,12,Riverhead,USA
Fire Chief Ale,Red Ale - Irish,Rock Bottom Restaurant & Brewery,Rock Bottom Restaurant & Brewery Fire Chief Ale,"Notes:""Our fresh-brewed Fire Chief Ale* is a medium-bodied,auburn-colored Ale that gets its pleasant sweetness and lightly toasted character from select caramel and crystal malts. Hand-selected hops from the Pacific Northwest lend a crisp and satisfying citrus finish.""\t",5.5,20,30,24,43,6,56,39,38,0,34,82,7,83,3.4125,3.8375,3.675,3.6375,3.775,40,San Jose,USA
Quinn's Amber Ale,Red Ale - Irish,Wachusett Brewing Company,Wachusett Brewing Company Quinn's Amber Ale,"Notes:An easy drinking Amber Ale with low bitterness, a subtle malt profile and a balanced finish.Availability: Jan-Mar\t",4.8,20,30,10,35,8,30,51,19,0,18,42,1,64,3.366667,3.677778,3.544444,3.455556,3.677778,45,Westminster,USA
Red Head Red Ale,Red Ale - Irish,Dunedin Brewery,Dunedin Brewery Red Head Red Ale,Notes:Celtic Red Ale\t,5.0,20,30,18,47,8,36,79,20,0,21,42,8,96,3.271739,3.597826,3.478261,3.445652,3.5,46,Dunedin,USA
Rebel Red,Red Ale - Irish,Franciscan Well Micro Brewery,Franciscan Well Micro Brewery Rebel Red,Notes:A malt driven Irish style red ale balance by the hop varieties Fuggles and East Kent Golding.\t,4.3,20,30,16,45,7,45,71,29,2,30,56,5,98,3.454545,3.681818,3.590909,3.681818,3.818182,11,T23 P264,Ireland
Irish Red Ale,Red Ale - Irish,Garrison Brewing Company,Garrison Brewing Company Irish Red Ale,Notes:This classic beer style was inspired by centuries of Celtic brewing history. Specialty kilned malts such as dark caramel and munich dominate the Irish Red resulting in a ruby red colour and smooth malty taste.20 IBU\t,5.0,20,30,19,55,10,36,67,19,0,26,53,6,103,3.328125,3.53125,3.265625,3.15625,3.34375,32,NS B3H 4P7,Canada
Seamus' Irish Red Ale,Red Ale - Irish,Sly Fox Brewing Company,Sly Fox Brewing Company Seamus' Irish Red Ale,Notes:,5.6,20,30,23,43,5,41,66,24,1,27,66,22,102,3.346154,3.884615,3.692308,3.692308,3.846154,13,Pottstown,USA
Johnny Blood Red,Red Ale - Irish,Titletown Brewing Company,"Titletown Brewing Company Johnny ""Blood"" McNally Red Ale",Notes:,6.0,20,30,10,34,7,49,62,25,1,24,79,7,123,3.807692,3.961538,3.923077,3.807692,4.0,13,Green Bay,USA
Roggenbier,Rye Beer - Roggenbier,Live Oak Brewing Company,Live Oak Brewing Company Live Oak Roggenbier,Notes:,4.8,10,20,11,36,11,16,36,40,0,27,17,19,96,3.714286,4.071429,4.107143,4.071429,4.0,14,Del Valle,USA
Schleimhammer Roggenbier,Rye Beer - Roggenbier,Mill Street Brew Pub,Mill Street Brew Pub Mill Street Schleimhammer Roggenbier,"Notes:Roggenbier is an ancient style of beer from Germany that actually became extinct for 500 years it is unfiltered like the Wit beer because the style predates filtration. A lot of bad language was used during the first brew, to earn the name Schleimhammer meaning “Slime Hammer” in German, after the mess it caused. We learned a lot and the second brew went better. Producing a delicious beer with a hint of dryness from the Nugget hops and some rich fruitiness and aroma from the German Hefeweizen yeast.12 IBU\t",5.2,10,20,22,36,6,28,41,44,0,42,32,56,116,3.764706,3.794118,3.676471,3.808824,3.911765,34,Labatt Brewing Company,AB InBev
Schlägl Bio-Roggen,Rye Beer - Roggenbier,Stiftsbrauerei Schlägl,Stiftsbrauerei Schlägl Schlägl Bio-Roggen,"Notes:Also sold as ""Schlägl Roggen Gold"" in the United States.\t",4.9,10,20,26,47,9,35,45,30,1,31,55,46,123,3.545455,3.681818,3.681818,3.704545,3.818182,22,Schlägl,Austria
Thurn Und Taxis Roggen,Rye Beer - Roggenbier,Thurn Und Taxis Regensburg Gmbh Fürstliche Brauerei,Thurn Und Taxis Regensburg Gmbh Fürstliche Brauerei Thurn Und Taxis Roggen,Notes:,5.3,10,20,27,47,7,15,41,28,2,32,16,40,86,3.95,3.925,3.9,4.05,3.95,20,Regensburg,Germany
Schremser Roggen Bier,Rye Beer - Roggenbier,Brauerei Schrems,Brauerei Schrems Schremser Roggen Bier,Notes:,5.2,10,20,18,24,7,17,27,39,3,27,18,14,41,4.071429,3.928571,3.785714,3.5,3.785714,7,Schrems,Austria
Roggenbier,Rye Beer - Roggenbier,Beaver Brewing Company,Beaver Brewing Company Roggenator,Notes:,4.6,10,20,8,23,7,2,37,39,0,37,4,16,51,4.333333,4.666667,4.666667,4.666667,4.666667,3,Oceanside,USA
Roggenbier,Rye Beer - Roggenbier,Real Ale Brewing Company,Real Ale Brewing Company Roggenbier,Notes:,4.9,10,20,8,25,6,7,30,37,0,41,15,24,48,3.6,3.9,3.766667,3.733333,3.866667,15,Blanco,USA
Dunkelroggen,Rye Beer - Roggenbier,Real Ale Brewing Company,Real Ale Brewing Company Dunkelroggen,Notes:,5.2,10,20,2,9,4,2,10,10,0,12,5,8,23,3.571429,3.214286,3.928571,3.571429,3.928571,7,Blanco,USA
Barbarossa,Rye Beer - Roggenbier,Brasserie Dieu Du Ciel,Brasserie Dieu Du Ciel Barbarossa,Notes:,4.8,10,20,0,7,0,0,13,4,0,5,1,4,17,3.625,3.625,3.5,3.5,3.375,4,QC H2T 2N2,Canada
Roggen,Rye Beer - Roggenbier,Taps Fish House & Brewery,Taps Fish House & Brewery Roggen,Notes:,5.4,10,20,0,3,1,0,2,2,0,9,0,7,14,3.666667,3.5,3.333333,3.5,3.5,3,Corona,USA
Red's Rye IPA,Rye Beer,Founders Brewing Company,Founders Brewing Company Founders Red's Rye PA,"Notes:Brewed with four varieties of Belgian caramel malts and 100% Amarillo hops.70 IBUFormerly called ""Founders Red's Rye PA""\t",6.6,10,80,6,22,7,36,30,16,0,15,52,27,85,4.166548,4.186477,4.105338,4.257651,4.208541,1405,Grand Rapids,USA
Ruthless Rye IPA,Rye Beer,Sierra Nevada Brewing Co.,Sierra Nevada Brewing Co. Sierra Nevada Ruthless Rye IPA,"Notes:Rugged and resilient, rye has been a staple grain for ages and its spicy black pepper-like flavor has been prized by distillers and brewers for centuries. Rye thrives in the harshest conditions and comes to life in Ruthless, a rugged IPA with fruity, citrus and herbal hop notes countered by the dry spiciness of the rye. Holding a steadfast balance between contrasting malt and hop character, Ruthless is bold enough to inspire even the most brazen hop head to bear down and embrace the flavor.\t",6.6,10,80,14,30,2,40,20,31,0,28,54,33,82,3.95,4.11,3.94,4.01,4.03,50,Chico,USA
Hop Rod Rye,Rye Beer,Bear Republic Brewing Co.,Bear Republic Brewing Co. Hop Rod Rye,Notes:A high gravity IPA brewed with 18% rye malt. Hop Rod Rye has a floral hop aroma and subtle caramel notes with a slightly earthy and spicy rye character.2009 California State Fair – GOLD2003 California State Fair – GOLD2002 Real Ale Festival (Chicago) – GOLD\t,8.0,10,80,11,51,19,66,47,28,0,27,107,40,132,4.20988,4.295609,4.225823,4.342394,4.217459,1913,Cloverdale,USA
Cane And Ebel,Rye Beer,Two Brothers Brewing Company,Two Brothers Brewing Company Cane & Ebel,"Notes:Dry, but with a creamy touch of Thai Palm Sugar and the spicy tang of Rye, all balanced by loads of the wackiest new Hops we could lay our hands on. Yep, it’s an Orignal. And that’s no Sin.IBU: 68\t",7.0,10,80,16,39,17,48,59,22,0,28,59,24,101,4.025986,4.086918,4.014337,4.169355,4.089606,558,Jason Ebel,Jim Ebel
Route Des Épices,Rye Beer,Brasserie Dieu Du Ciel,Brasserie Dieu Du Ciel Route Des Épices (Ale Rousse Au Poivre),"Notes:The Routes des Épices is a rye beer in which pepper has been added during the brewing process, lending it wonderful peppery flavours and aromas. The beer also reveals flavours of malt, fresh cereal, chocolate, caramel and a hint of fruit. In the aftertaste, the pepper flavour is once again revealed in full strength and it leaves a pleasing spicy tingling sensation on the tongue. A nice balance is attained between its spiciness and its multitude of other flavours.\t",5.0,10,80,8,42,16,17,51,12,1,18,15,105,130,3.701923,3.799679,3.762821,3.767628,3.469551,312,QC H2T 2N2,Canada
Full Moon Pale Rye Ale,Rye Beer,Real Ale Brewing Company,Real Ale Brewing Company Full Moon Pale Rye Ale,Notes:,5.6,10,80,10,48,8,58,39,39,0,42,71,13,111,3.671667,3.761667,3.765,3.823333,3.948333,300,Blanco,USA
Sky High Rye,Rye Beer,Arcadia Brewing Company,Arcadia Brewing Company Arcadia Sky High Rye,"Notes:This West Coast-style pale ale is brewed with 80% English barley malts and 20% rye malt. It boasts a massive floral aroma of resinous hops, contributing notes of lemons, peaches and pine needles and is anchored by the sweet malty flavors of toffee and freshly baked pumpernickel bread.\t",6.0,10,80,20,37,9,64,41,64,0,76,100,36,120,3.771127,3.897887,3.81338,3.869718,3.922535,142,AB T5H 0W7,Canada
RastafaRye Ale,Rye Beer,Blue Point Brewing Company,Blue Point Brewing Company Blue Point Rastafa Rye Ale,"Notes:No children, no cry! In true Rastafarian spirit – drinking our RastafaRye Ale directly benefits underprivileged kids. Everything is Irie with our award-winning RastafaRye Ale, a hearty rye malt, blended with fresh West Coast hops resulting in a delicious, deep copper ale with just the right amount of rye flavor to offset the spicy, floral characteristics of the hops. The Blue Point Brewing Company donates a portion of all RastafaRye Ale sales to They Often Cry Outreach (TOCO) a Taj Weekes charity foundation that helps orphaned and underprivileged children in the Caribbean and around the world.\t",7.5,10,80,18,37,4,43,52,18,0,38,73,24,99,3.716578,3.962567,3.818182,3.836898,3.895722,187,Patchogue,USA
Samuel Adams Revolutionary Rye AleBoston Beer Company (Samuel Adams),Rye Beer,Boston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams) Samuel Adams Revolutionary Rye Ale,Notes:,5.5,10,80,20,44,11,40,40,22,0,22,61,15,141,3.453975,3.849372,3.640167,3.506276,3.648536,239,Boston,USA
Rye P.A. Hatter,Rye Beer,New Holland Brewing Company,New Holland Brewing Company Rye P.A. Hatter,Notes:,6.5,10,80,22,65,13,68,59,58,0,65,114,39,139,3.717742,3.959677,3.75,3.725806,3.766129,62,Holland,USA
Daymark,Rye Beer,Rising Tide Brewing Company,Rising Tide Brewing Company Daymark,"Notes:Chart a new course with Daymark as your guide. We start with a classic, clean and crisp American pale ale brewed with spicy Columbus and Centennial hops. Then we accent the grain bill with rye grown on small local family farms right here in Maine and malted to our specifications at Valley Malts, an artisanal malt house. Finally we dry hop the finished beer for a bright floral aroma.\t",5.5,10,80,40,32,7,65,22,62,4,72,117,27,103,4.222222,4.125,3.902778,4.027778,4.055556,36,Portland,USA
Permagrin,Rye Beer,Lawson's Finest Liquids,Lawson's Finest Liquids Permagrin Rye Pale Ale,"Notes:This special brew incorporates malted rye in the grain bill lending a spicy character and complex flavors. Generously hopped with Amarillo, Simcoe, Cascade and Centennial. This hoppy pale ale has a sneaky bite that will creep up and leave you smiling!\t",6.0,10,80,16,44,11,110,54,56,2,61,143,48,164,4.107143,4.267857,4.160714,4.142857,4.178571,28,Waitsfield,USA
